hr,rr,dngr
85.50788611,26.49525427,F
94.34561127,26.7009983,F
94.58192015,24.1344185,F
88.05931769,25.01079882,F
89.24804814,26.92643476,F
102.9810917,24.37823914,F
100.1103612,25.33742441,F
88.56221818,24.8973143,F
98.19228604,26.14156703,F
88.89314096,25.36163932,F
91.07086532,22.53455335,F
107.0910863,25.59269259,F
98.10568023,27.68644341,F
111.417408,23.93876532,F
100.4300301,25.61214177,F
92.40478338,24.36983523,F
94.7064661,26.83349815,F
93.17563274,25.60090354,F
91.48739,23.86649461,F
92.74114635,23.13549691,F
103.1268977,23.69202945,F
88.95044159,25.50276409,F
101.4551795,25.53154438,F
92.05078177,24.24779473,F
86.88565084,23.57992415,F
96.50675218,25.2751443,F
105.3239672,24.62798394,F
98.69566032,24.38516976,F
80.86114939,28.02633538,F
91.1228703,25.55179687,F
106.0963239,22.26709237,F
85.57521031,25.92455458,F
106.8377819,26.69312796,F
82.1374358,26.1249155,F
90.35284365,25.04526435,F
90.58516612,24.52914117,F
92.71396404,23.27887446,F
91.89202789,24.42423323,F
96.38384288,28.47011985,F
105.9261395,25.48922831,F
87.85765608,26.64260687,F
95.8994692,22.80352212,F
91.04336599,25.90508546,F
102.5512711,23.12870607,F
91.35605911,26.6350691,F
103.9999355,27.73539849,F
91.50670506,28.22893802,F
117.397151,25.5089636,F
97.84939534,21.35104297,F
104.302296,23.69045523,F
95.65525433,27.54367792,F
96.5039375,21.37491047,F
90.5735042,25.89653667,F
73.72264651,28.35006273,F
88.3661025,27.61283604,F
83.69510161,25.51982288,F
94.53819654,23.06262976,F
95.17654829,26.4255254,F
96.14672574,25.31144182,F
101.8404654,26.38115354,F
86.48796562,25.35223794,F
87.06863957,25.99553027,F
89.43071195,24.33150066,F
94.00308259,24.75881262,F
98.38538509,25.06480856,F
98.11832133,23.09924549,F
80.9496308,23.09763643,F
94.81686946,23.99854087,F
92.16256164,22.58952593,F
100.9191538,22.13751699,F
99.60755067,24.1798741,F
89.51559872,23.87099611,F
112.3265456,27.868789,F
98.24993209,22.41178989,F
74.49855153,24.62326944,F
94.3979571,24.63386099,F
85.42628823,25.34298783,F
112.1462244,27.04611401,F
105.9370221,26.41502024,F
97.65859075,27.6299595,F
98.50783477,26.23212374,F
102.9740392,24.62867005,F
89.80172997,29.25809427,F
99.36113437,25.88442243,F
96.90514796,23.85930104,F
99.24588253,23.30014898,F
95.55786518,23.85511536,F
82.87203339,26.55577936,F
98.82614082,30.43868746,F
92.70380435,24.03383337,F
93.64542866,24.40577503,F
110.7520406,26.49157687,F
101.5812462,24.36515209,F
94.15027602,22.27846987,F
86.98102843,24.97779185,F
91.8131412,24.88735397,F
90.35852086,24.42508626,F
83.24343139,23.1874534,F
82.970543,25.50171114,F
93.72060926,22.61851995,F
84.52954448,27.26783273,F
89.04877267,26.20042952,F
96.25254348,26.32591415,F
99.47825531,23.3668345,F
89.98995375,25.87526205,F
96.73491347,25.06176507,F
84.87110536,26.00323208,F
84.05515953,22.34558533,F
91.54464621,23.80705793,F
98.31587545,20.59211407,F
93.33312594,24.62011261,F
94.14251136,24.615069,F
92.72833477,25.45865796,F
97.85268029,26.07780468,F
92.87315953,27.10360371,F
81.41097501,27.06174619,F
95.62732526,26.25800292,F
86.23185515,27.21129689,F
93.3965185,25.48915716,F
95.11702662,26.7423801,F
82.11140703,22.74349014,F
90.59850236,23.8766186,F
91.43889529,23.65538206,F
83.95291199,25.56830112,F
93.39775949,22.54788104,F
77.72096093,23.15054271,F
94.86320384,25.19906782,F
114.290979,24.97942851,F
85.86185859,22.53022228,F
101.2573613,26.04867315,F
91.7154378,25.55369347,F
104.1354036,26.0503578,F
88.17764234,26.68724446,F
81.68841695,25.65926878,F
102.7523229,26.05270023,F
99.0365347,25.02034082,F
86.78704665,24.90766218,F
94.29985949,26.75245438,F
85.66647252,24.5350155,F
95.80725244,23.16214901,F
89.48972962,24.34260832,F
87.56264621,24.04026144,F
87.77377159,24.61405288,F
89.58767836,26.57174926,F
103.0388162,27.84166813,F
96.004572,22.30242673,F
94.60389486,24.568974,F
104.3372589,23.51362716,F
109.0238226,27.31247683,F
83.12974348,23.03151506,F
103.4572014,26.47189984,F
80.93710988,26.94903554,F
90.30854566,22.61930653,F
95.40889525,24.254938,F
100.6908097,25.74879443,F
106.0999585,24.13706597,F
90.73634391,26.94408521,F
92.25157157,24.79537869,F
97.72218511,28.29153437,F
86.90294907,24.527289,F
102.017124,27.498688,F
94.51169654,26.32757959,F
95.49464256,23.22487155,F
99.01399253,25.11653385,F
100.9595226,23.52994129,F
86.79475862,24.60710143,F
84.41591391,26.47294132,F
100.0630151,24.6391556,F
98.00027417,24.79244636,F
85.75293105,28.90633545,F
106.3118015,27.00530899,F
103.899184,26.95520777,F
103.1050234,25.57362548,F
89.61667085,23.95831142,F
81.76985976,23.86841815,F
98.32642733,28.16516834,F
91.14935947,25.95052221,F
95.38356366,24.51431397,F
97.90195104,27.25350519,F
93.81427343,24.15934922,F
88.89327615,25.53023239,F
97.32927244,25.70285115,F
87.04007132,23.27415539,F
85.9394635,27.15392648,F
90.64544605,25.4093749,F
98.31351861,25.04271303,F
78.62811099,21.87775713,F
87.76341923,27.15168557,F
89.75396037,23.07669489,F
85.22804432,25.88865634,F
99.28870839,26.70007397,F
100.9486014,23.25824964,F
106.6746856,24.82600604,F
103.0289479,24.77273446,F
96.83813655,25.99265596,F
81.98875819,25.854931,F
93.62596388,23.49632882,F
99.3335644,23.12349509,F
95.2605126,25.1248595,F
98.20502811,24.13789157,F
102.2134165,27.44498042,F
105.1500267,23.93865363,F
92.31356936,25.45491301,F
94.19814003,24.69916163,F
103.5040246,26.50351051,F
102.7225833,22.07660183,F
93.31579773,25.85506326,F
89.60505974,25.4213776,F
89.83837977,21.94514974,F
100.8643201,25.72767802,F
84.82921276,24.16808738,F
100.5387271,27.36138236,F
86.05966862,24.17839984,F
90.64251082,22.61293938,F
98.59308755,27.22015726,F
107.3292697,24.70549918,F
92.37385502,24.34875332,F
99.59783534,22.3928863,F
105.2408268,24.47361095,F
81.96844567,25.93316408,F
90.74813058,24.12751644,F
96.62608265,26.99327093,F
94.75846144,25.74344474,F
98.88085733,27.24363029,F
84.41540053,26.61472899,F
84.12045899,23.12874319,F
105.4794532,24.23197669,F
109.4911144,22.57936258,F
103.536443,26.45598333,F
103.1074299,22.56306948,F
90.71586462,23.8928219,F
95.10643711,23.60315529,F
98.63337777,27.78137164,F
89.22128119,25.52804998,F
90.80722695,24.64680818,F
88.62123392,25.23877547,F
99.78604199,25.97349931,F
91.57652588,27.59365974,F
89.76558863,23.01446688,F
87.27193018,26.09591374,F
103.0529187,24.7271074,F
102.4502456,29.22846603,F
99.91412354,23.22912125,F
94.88768988,23.16942535,F
85.22329818,23.91023564,F
101.9378489,21.61364147,F
98.15255831,25.84256287,F
86.23742175,25.49029024,F
90.07293981,22.01753943,F
102.0813039,25.03865823,F
103.3012713,23.02035912,F
102.4618538,23.59105735,F
106.6977242,25.50572798,F
89.29818419,26.40230856,F
106.9640003,29.04665841,F
97.81675904,24.09726437,F
94.48398615,24.69942301,F
98.86059012,27.50453813,F
98.28941525,21.87804361,F
96.76028661,24.69372936,F
82.33192522,25.82554904,F
85.42327038,25.20375085,F
94.46370297,25.54223094,F
93.27228933,27.44420052,F
90.72457462,26.53761963,F
99.80611096,25.27314297,F
94.22346469,26.99850346,F
82.96080112,24.45966396,F
96.38919039,23.8683175,F
99.60123189,24.78629422,F
92.22773275,21.76036541,F
84.59082383,24.51890144,F
88.19486629,25.43157436,F
90.92813783,23.85495703,F
92.38955185,25.91700713,F
86.02589207,22.33165413,F
102.6978949,24.31232897,F
103.5493473,22.41682969,F
102.6217706,27.11035126,F
82.73171257,25.14957825,F
102.252308,23.03676836,F
98.02167038,23.40429204,F
83.69790841,25.09166766,F
110.6575295,25.68532769,F
95.82040195,23.10619888,F
98.11007773,25.91824836,F
98.17670782,25.42014133,F
96.97125531,24.9751355,F
96.89539091,24.93007704,F
91.62392462,24.72205684,F
80.41131429,25.30240558,F
94.57918514,26.80779544,F
76.77121316,24.01894214,F
86.23074434,23.43012716,F
98.21805656,28.47459129,F
102.2288499,26.37327655,F
77.39210882,24.36525663,F
92.61767869,23.86316128,F
97.11070075,20.16671647,F
89.09736166,26.296693,F
95.45238673,27.80614749,F
90.38877375,27.7189943,F
78.56411551,25.54192898,F
93.76420727,22.71178067,F
87.0031258,26.50537907,F
92.00245826,26.02313081,F
85.83737382,26.54554871,F
99.5054174,24.80521385,F
90.91857191,23.98138259,F
106.2564753,24.54992649,F
96.66104247,24.6478398,F
82.28674003,26.67958266,F
99.44947597,26.81450994,F
104.5811741,27.57476805,F
92.15465117,26.80088926,F
80.85444196,24.62786741,F
93.15384481,26.40168094,F
109.5990091,23.74714989,F
86.789833,25.33855707,F
96.79789813,23.66646171,F
102.1801664,26.05496202,F
100.3934938,24.82792308,F
82.86309961,27.47510617,F
98.98767489,23.74608697,F
81.75976705,27.31350607,F
90.61238425,25.17452733,F
91.43626106,25.69375746,F
96.35685608,26.4691797,F
81.17503554,26.05009797,F
82.23996314,29.69870035,F
91.30387029,23.75797559,F
104.5264784,23.73015897,F
87.97910748,26.8124787,F
100.48051,25.61289604,F
105.3453491,27.15873164,F
79.57900895,25.68560358,F
101.3052112,23.87424775,F
85.80114234,26.64220473,F
104.5506732,23.60947567,F
94.17374051,24.55416989,F
104.5110981,21.5396227,F
102.0642721,26.85960384,F
96.79834217,24.55932188,F
91.24731796,25.61707448,F
104.6419938,26.62574086,F
104.8526717,24.751141,F
103.1841226,25.81720751,F
111.6511313,25.79811117,F
73.80776442,25.24038575,F
95.74005574,28.30695634,F
83.62323128,25.30805885,F
98.6274299,27.20412983,F
100.4191294,25.96075177,F
96.03629835,22.56528662,F
77.74493102,25.74969366,F
90.57244033,24.27506529,F
91.01524931,25.40573994,F
101.3540086,26.67320228,F
82.89327616,25.54209118,F
95.3961163,24.41872286,F
93.97136712,24.82274296,F
91.2867993,23.65775272,F
96.83605599,25.91578947,F
85.68782149,25.44372946,F
87.47674356,25.03509951,F
99.76810487,24.5732721,F
101.1185955,26.51850321,F
98.99295371,25.80275366,F
108.3035833,23.60224806,F
81.87066132,24.1258725,F
92.87287193,26.44956124,F
102.7130459,25.20855469,F
86.16669615,24.73536749,F
99.68928859,25.22319111,F
107.7583277,27.87178533,F
92.87033209,24.62670296,F
94.13721966,26.49663769,F
112.3800582,24.71658827,F
105.5158773,25.67652222,F
85.59522787,25.28069705,F
76.11704557,24.64144907,F
105.0150671,27.58588001,F
93.59801222,25.13875496,F
96.37692444,25.40086335,F
96.80090889,24.85441319,F
103.5363137,24.86471614,F
99.65179712,22.45329968,F
88.46347102,22.65524394,F
107.1097082,21.81659673,F
100.0664792,26.31453524,F
84.30404019,24.88853736,F
99.15876685,28.36357881,F
86.25630931,25.03700048,F
108.5619526,25.58300776,F
91.46178206,26.88432211,F
98.32760297,24.40953381,F
104.0004055,22.52881679,F
88.78936609,26.70345923,F
92.71136319,26.5252268,F
92.39307989,23.24869505,F
87.55105264,25.63410594,F
81.69727106,27.27747447,F
111.5994909,25.63839487,F
90.2568856,27.84939012,F
96.73023887,27.41846284,F
101.3530306,24.74534517,F
91.30035126,28.78472662,F
97.16081246,24.9009589,F
93.2327807,25.85660534,F
102.9971048,27.19105332,F
89.12382757,24.08953413,F
105.4784115,27.08856624,F
103.8096593,23.98740213,F
89.55020647,26.16844864,F
104.1419255,25.80112934,F
99.20955218,26.56216831,F
99.55693532,22.24460937,F
95.56752046,22.35022198,F
86.76945939,25.44484278,F
97.07472199,25.20086312,F
107.1321604,21.29012476,F
99.30280873,26.86583394,F
96.54253327,26.13646734,F
107.4208449,25.42724375,F
89.20367467,26.37310505,F
91.85246978,22.29160514,F
82.1817456,25.41103402,F
95.81803235,22.10623162,F
104.8028111,22.71116575,F
86.15338728,26.54058716,F
99.0551449,25.87753822,F
88.23237934,24.56573727,F
89.08492394,27.4790423,F
99.33251041,22.15754726,F
91.98842,25.1069716,F
89.44342489,25.39006336,F
99.00411065,23.56188893,F
103.5580401,26.82302434,F
106.1046287,21.29972683,F
94.89826285,21.98876646,F
100.8638233,26.47288908,F
89.62406095,25.97754186,F
102.1777191,24.30141048,F
115.5178145,25.76238027,F
94.2524095,24.47628819,F
95.95245293,25.73469007,F
81.93954991,28.59546024,F
83.29630386,24.00739472,F
94.22260357,23.44531435,F
95.31556192,25.40684303,F
91.8010971,23.13219727,F
92.43941312,23.55060948,F
86.00427141,26.1635218,F
96.09450558,28.7356566,F
93.54417257,25.58359973,F
88.4174727,23.80871313,F
87.3606202,25.02564003,F
101.7350757,24.74505887,F
107.3696064,25.39865031,F
92.95789274,29.35726988,F
110.5083176,27.01079622,F
99.85469784,23.4408481,F
94.32543407,28.1662788,F
103.0212857,24.82117,F
95.70793314,23.96853538,F
87.08632482,25.15128644,F
104.7643079,27.5218415,F
105.943791,19.9260852,F
86.74844858,24.01980845,F
99.73012878,24.93454359,F
102.3032031,23.59394409,F
76.40803978,24.84130197,F
90.74127249,24.99487068,F
112.9529801,26.97366545,F
97.1117334,28.93239938,F
92.67624507,24.9090108,F
103.3838662,26.45075397,F
96.07155413,25.55115998,F
108.7611541,24.04639332,F
104.3168145,24.47969312,F
88.72199976,27.57065011,F
89.65035139,24.8836279,F
100.0620236,23.60014035,F
100.5697201,23.22156023,F
100.7644821,26.80338332,F
93.99756423,26.69235276,F
82.56722572,26.19715237,F
93.62783114,24.71059768,F
85.07416982,28.54002527,F
94.1603898,23.73160886,F
82.56223373,25.70176571,F
97.48963012,26.72032203,F
89.70888115,21.8885815,F
87.35499469,24.53309504,F
90.08563216,23.93275647,F
84.45546923,25.74513461,F
83.34190784,26.47883662,F
90.75863524,25.01210125,F
90.48410166,28.88435119,F
89.75238796,25.06012163,F
96.65871562,25.96659895,F
83.02927671,28.57710015,F
84.20017849,23.54607454,F
97.05207065,22.93010219,F
102.988624,23.31588396,F
89.69677295,24.8299859,F
83.56250431,24.74432469,F
100.0324667,22.17671978,F
86.58213698,20.72233972,F
104.1274762,28.72824649,F
96.19949465,24.35897619,F
86.03792207,25.69688782,F
111.6963495,24.24742209,F
100.148891,23.69738244,F
107.7823264,25.26235455,F
110.1514552,24.4305534,F
101.2188059,24.79918461,F
95.10504594,24.25816154,F
91.42569727,27.20481367,F
104.1213258,26.43797942,F
94.84132654,25.26340897,F
98.60263285,26.40886554,F
97.75852415,23.81325603,F
87.57871605,24.657335,F
93.96684744,25.09261585,F
98.64448241,26.31814896,F
90.37857854,23.80401073,F
93.85541714,23.75856141,F
91.05312676,24.24539776,F
99.13979791,25.29464138,F
107.9746782,25.07665545,F
107.7836584,25.29013519,F
107.7892446,24.04743237,F
103.2029821,26.68923289,F
99.87652215,24.71927467,F
85.54651823,21.88135684,F
90.16186385,23.46533764,F
105.5640929,26.14033805,F
94.42951844,21.83474116,F
97.66250158,25.92753543,F
105.1705539,24.36885856,F
95.98315921,25.65671305,F
90.76896118,26.02389649,F
101.6610308,23.21357841,F
90.38541842,25.18432196,F
90.41554277,24.88744312,F
97.81074392,24.31949663,F
98.16964444,25.35258715,F
109.7644973,25.25892792,F
87.32400291,22.35046028,F
91.98480199,26.7917694,F
91.25021956,26.17201888,F
101.4769221,21.61023569,F
100.8947846,26.31015012,F
92.24308202,24.33266318,F
86.11705804,25.70025944,F
98.77834973,23.51717264,F
113.0063112,28.61729137,F
108.5707199,23.07520448,F
96.57201819,24.72448636,F
79.42596432,26.75170469,F
86.14073896,23.23909866,F
87.26434637,24.58699211,F
88.90929787,23.99047946,F
99.30844822,21.92101637,F
85.32610817,22.66077238,F
84.79993689,24.61927492,F
86.71734593,29.00659344,F
89.71189385,23.96167602,F
89.95544498,26.32366372,F
111.9531636,24.42755702,F
100.5841203,22.24915798,F
88.0462622,24.39125887,F
101.7655576,25.01620742,F
102.6969776,22.65477416,F
105.2526156,21.25612709,F
73.11029499,25.07554919,F
84.42837504,25.75674568,F
103.8547208,24.23962781,F
101.1507589,26.74634016,F
94.86443422,25.9372939,F
99.83042007,24.85823528,F
99.48845149,25.92216508,F
85.83394574,25.1893211,F
84.8268024,25.34479235,F
98.03995986,26.26757589,F
89.75122672,24.97606708,F
105.8942707,23.14753288,F
97.55899982,23.92230944,F
105.1050769,24.27489289,F
85.87654553,22.17949017,F
96.38377391,24.29981035,F
95.10200258,24.644605,F
76.31866154,24.91078022,F
100.3940908,24.79284757,F
93.83076057,26.91184917,F
87.66565917,23.38724597,F
88.03282097,23.8742929,F
93.64283905,25.88087065,F
92.72130226,22.18743403,F
103.0032497,23.57769177,F
97.09960039,25.68750854,F
89.04829556,23.42296702,F
101.3256167,25.42519267,F
93.03446599,27.88198304,F
94.64610103,26.6559629,F
91.81173427,25.46722702,F
89.01962296,24.38631513,F
87.35853011,27.12032648,F
105.813014,25.75122774,F
110.089541,26.5895195,F
102.0028876,23.88000468,F
100.5044899,24.32231026,F
107.084617,23.65556171,F
93.61907535,23.80361182,F
100.6143096,28.38386978,F
99.46729154,26.69552224,F
94.82360302,26.31491621,F
87.33778908,24.82347025,F
100.5966202,25.78145785,F
99.18212795,26.39752575,F
106.1470235,26.31037074,F
95.71236027,22.3830982,F
80.06993942,23.91917168,F
95.3090854,21.78647745,F
81.31943065,24.71883274,F
98.41614162,26.18931305,F
87.60634266,27.30727149,F
87.97092797,22.28199913,F
105.7905328,25.38799631,F
99.80067065,25.16709056,F
95.87181443,23.21951048,F
86.30037644,23.6966029,F
111.1538675,24.05972791,F
82.58905364,24.92396153,F
101.2801419,24.70297261,F
101.7156932,21.87929053,F
87.80553073,24.68481326,F
85.0738043,23.87419907,F
99.73737923,23.70671952,F
73.10166866,21.89226656,F
96.28851841,25.60751233,F
93.18982625,25.34472017,F
101.4453099,23.80338964,F
93.82488245,23.74669575,F
104.3023219,27.15749929,F
84.90437756,28.1338082,F
100.3771666,26.12081334,F
110.3269489,21.83765492,F
99.18271549,27.33388962,F
90.38163776,26.53949914,F
112.5881256,25.68053461,F
93.89561925,24.81141483,F
102.1317986,23.70226275,F
105.9436012,24.39468068,F
97.97024931,24.23955349,F
89.06553233,25.28711166,F
110.3384253,27.20077949,F
80.48425642,26.17138764,F
99.76808072,23.07584087,F
105.0815116,21.53827981,F
104.0793131,26.87131868,F
97.31506709,26.4784995,F
97.29692509,24.98609201,F
108.2273266,21.90767101,F
93.22825697,24.55181421,F
108.3690661,23.93317149,F
104.4768715,23.044462,F
97.68105055,26.03572595,F
85.86222518,23.95369279,F
95.52767926,25.89087609,F
85.67022122,24.91548129,F
94.37129475,20.15658787,F
80.00211393,26.11052515,F
82.18111846,26.10658013,F
93.5075322,26.61138341,F
93.10930727,24.43217798,F
103.1440589,26.45079398,F
85.30068543,25.58399862,F
106.9678057,24.66079716,F
100.3308039,25.87694552,F
85.5135113,26.87290533,F
88.61278356,22.29622234,F
99.06645257,26.03724821,F
105.9509867,26.60507753,F
86.7810381,27.37414085,F
82.9003546,23.3965267,F
99.46969719,22.1682712,F
83.21286426,24.20762442,F
94.03641426,26.27760473,F
111.6735541,24.76983712,F
83.01238359,25.13540933,F
103.562256,25.20948951,F
97.7991732,24.18059716,F
113.489788,28.49861026,F
81.13021916,25.74975651,F
85.99709284,25.33991109,F
79.92354375,22.80458513,F
96.04503908,23.93048129,F
109.4724197,24.32736518,F
89.37706841,25.07578035,F
91.32117735,23.71474356,F
98.39942208,23.32245136,F
102.6222542,23.86292735,F
106.6711593,24.43969488,F
99.97173486,22.97795211,F
77.08955075,25.24017732,F
94.89247916,24.95721997,F
92.24836965,24.17419603,F
101.8210094,21.43743977,F
104.7172734,25.08521478,F
80.99295197,22.92804641,F
101.7613068,26.84213986,F
91.33903495,28.32339117,F
119.4616013,24.87121832,F
84.86936017,23.54964822,F
95.14746462,25.45228195,F
100.9379628,24.38616621,F
82.16688686,27.7208399,F
85.82636518,22.80004948,F
98.73977431,25.7294558,F
79.09848822,25.67434839,F
87.83955434,22.52593043,F
80.02486223,27.16757328,F
94.71273153,24.37148203,F
98.16649946,23.19078241,F
91.98399308,23.93095927,F
98.83440369,26.51148958,F
92.62308088,25.68394401,F
101.4632303,24.97229442,F
79.29228259,25.4819901,F
95.73248483,25.87331728,F
94.00799494,28.14402337,F
95.92754699,24.36489886,F
92.06732698,26.81728576,F
98.52567949,26.5679164,F
91.53932457,23.25543767,F
89.67128494,24.45100387,F
89.82736602,27.41531317,F
96.19425927,25.38146799,F
85.95326857,25.47752923,F
93.51839411,24.24752502,F
97.99354157,26.45820467,F
86.44165337,24.38890584,F
98.8087965,25.18057017,F
106.3823075,24.66806153,F
101.606965,23.88876159,F
101.8856563,28.55021985,F
76.97821176,25.17389079,F
106.3064036,24.93869681,F
102.2996138,24.09151346,F
80.63465607,25.38130771,F
103.1950087,23.47060115,F
80.83647625,21.99318466,F
97.5227195,24.35739794,F
94.43910996,24.11948954,F
89.43028027,25.12728374,F
99.36059767,25.74773271,F
95.48673245,25.7001914,F
96.80405183,23.67383629,F
86.87301212,23.66545804,F
96.19704961,25.11103351,F
99.82355466,25.28958596,F
114.1011229,23.83604729,F
104.7227131,26.69582604,F
100.5546358,23.32178399,F
92.76712964,26.42399846,F
96.01979397,25.21335263,F
91.79148199,23.24677709,F
92.09132402,25.82173525,F
94.2682928,23.95236279,F
100.407775,25.54491174,F
115.7980849,27.41940693,F
80.05122987,24.59003726,F
99.31965779,25.07772405,F
105.6476101,24.86942431,F
94.21573993,23.97966274,F
108.3856669,25.10350489,F
82.95524281,25.7104298,F
89.76977112,23.95690848,F
93.23006889,25.14785393,F
108.3006562,23.77256346,F
92.47047606,23.35201583,F
96.693104,27.52712944,F
85.34331667,26.12892906,F
95.08580715,25.44323218,F
96.32824473,27.27011191,F
99.55535203,25.54811457,F
88.49265182,23.16082257,F
97.17321301,22.63046026,F
90.14328964,23.77272001,F
115.2423722,24.82219814,F
109.2533661,24.65119412,F
107.5845154,23.03882683,F
80.73365319,23.19031686,F
91.95353919,26.29813638,F
93.41516327,24.73126467,F
85.74180043,26.58303686,F
97.55548117,26.9258866,F
102.8708061,27.04140515,F
99.51191051,27.38886196,F
101.7308081,28.71188026,F
102.2494581,23.112086,F
105.7778297,26.22176206,F
85.75780023,25.32790051,F
87.23410633,26.48512419,F
112.6831833,23.77018361,F
96.03873305,26.72369841,F
100.8061755,24.39132362,F
97.06234908,25.52664932,F
98.03538033,25.3027908,F
93.49385562,23.04277073,F
93.89090362,26.04874554,F
84.92357566,22.07398305,F
99.40081712,25.52667513,F
93.29453842,24.40640538,F
105.4261505,25.13764667,F
89.00123826,25.65054157,F
99.84684963,26.94523394,F
98.63151931,26.59796253,F
92.72271509,24.29235344,F
98.55444576,28.67941592,F
97.85057374,21.85247297,F
85.54570692,25.36703066,F
99.73312032,27.53382362,F
98.42868009,26.66841511,F
87.14574187,23.37441613,F
87.87623532,23.88079811,F
97.09069035,23.82921416,F
101.9093917,22.73055516,F
79.90254477,26.08643142,F
96.93045747,27.86283555,F
97.1782606,24.78743272,F
86.32931475,28.02495162,F
98.63653545,28.42489737,F
111.1580688,25.11173154,F
109.1671818,22.76291845,F
112.9514527,26.13240962,F
115.1798782,25.90116765,F
101.2733698,22.92552353,F
105.5216043,25.86272111,F
99.49581366,25.71209693,F
78.78752817,25.96870756,F
105.0106036,23.95771244,F
92.08353245,24.81793601,F
98.62887994,22.06989893,F
83.94339185,26.62891189,F
88.45345785,25.91123987,F
110.4789638,23.17097592,F
91.65194195,25.11176276,F
101.6282537,24.19045576,F
110.3779885,25.67656536,F
107.2901527,27.21972108,F
105.0605597,23.68709286,F
87.55996842,28.27312274,F
95.17772299,23.44583915,F
100.2635294,22.50344598,F
95.4176009,22.56773123,F
93.97889968,24.64755964,F
92.48392523,22.93528089,F
103.1094187,26.49155122,F
98.71453232,24.37702902,F
105.9486508,25.86173629,F
91.13395016,23.59300123,F
113.9800693,25.09432949,F
107.0911887,23.50479422,F
101.8199988,26.65448996,F
92.302715,23.67226449,F
110.7307565,24.26809551,F
90.68533528,25.64660808,F
99.58463286,23.47568375,F
108.2334642,23.56393453,F
98.88430209,23.65564246,F
78.33501958,25.3712982,F
83.08261095,24.72563282,F
108.9447549,24.43828727,F
89.62647528,26.67016505,F
96.1137902,22.25440912,F
101.8422727,25.75076463,F
99.91278643,28.50238028,F
95.42006771,22.99254859,F
104.2056641,22.7992885,F
84.41053754,23.50915961,F
100.6040951,27.30857387,F
88.90482052,23.65918138,F
86.89393263,23.64102789,F
104.8019574,27.69095194,F
95.30877255,25.470175,F
95.21656255,27.10202169,F
96.62250579,26.45813574,F
104.9001707,28.51095155,F
100.5753361,26.52545479,F
80.65914326,25.43260309,F
96.01720121,22.39095156,F
83.09097302,24.37732896,F
93.42292562,25.61143497,F
88.70660167,22.85370781,F
96.45945159,23.94964271,F
90.3929817,26.2217679,F
72.0088408,25.55175633,F
85.42056971,27.26107493,F
88.74370074,24.97893403,F
84.69078433,26.47802297,F
76.48173498,25.79978548,F
83.79395707,23.72282577,F
83.44499351,25.8465204,F
92.24506381,25.30054821,F
106.0388238,24.84914481,F
94.74855801,24.38928104,F
88.69020218,24.65140854,F
98.9275436,27.65634031,F
98.7544272,25.87662116,F
104.9400351,23.7340523,F
96.57174835,22.66828393,F
98.64500397,24.313846,F
88.78526034,21.71096244,F
97.41713481,23.6963122,F
94.48554421,26.43942923,F
91.10598808,26.55201789,F
96.22334849,23.99548085,F
97.91140763,24.40055721,F
95.19836915,23.51878903,F
103.446578,23.40844067,F
90.61595128,25.68904354,F
91.43308706,27.00292947,F
105.4226801,24.53744575,F
92.65724789,26.4675827,F
107.9839884,26.80934714,F
79.02491535,26.11619563,F
91.06550239,25.17086048,F
97.3323674,26.58966011,F
107.4603865,23.10147116,F
98.30800171,25.96913544,F
97.89726951,28.14744526,F
109.7176031,24.23069504,F
91.81202818,25.46957193,F
107.2008517,25.73777807,F
92.44099094,21.42675508,F
96.84621705,26.98858248,F
97.81346174,25.19978896,F
96.66101293,24.37426092,F
98.74856927,23.13125492,F
111.5142663,25.36306853,F
104.1794001,23.44954532,F
88.73571306,25.71581905,F
89.91064633,26.4033347,F
106.4215452,23.14028255,F
95.86498924,23.8551121,F
89.80332782,23.383116,F
93.53693554,23.61923655,F
98.51877374,25.26369496,F
77.91486948,27.21894829,F
79.6460938,23.75593827,F
99.81422521,22.81181105,F
89.92655164,25.65739846,F
96.47239059,26.49289215,F
101.3037375,27.03683032,F
89.59534183,23.6448387,F
74.93250612,24.81718949,F
86.58531403,24.76334856,F
90.48617442,27.51286225,F
91.23056951,28.21799646,F
88.53474079,28.13544808,F
109.6477309,24.80203321,F
109.1809248,25.46444952,F
88.63179883,24.99771303,F
90.36179461,27.32000471,F
94.79702361,23.34577065,F
93.8075268,25.64563761,F
88.16525891,22.81544849,F
83.32520553,25.83585727,F
91.30443486,25.59586389,F
93.61673258,26.6435862,F
90.33932073,27.57211356,F
93.81811866,20.45044001,F
98.1509114,25.79532874,F
83.95343261,25.06998668,F
113.830661,24.06924201,F
99.41203094,24.5653292,F
92.57597656,23.31694913,F
98.1946178,23.3882457,F
95.64417816,23.62898929,F
93.79823605,24.89499877,F
94.44431589,28.613631,F
92.62000368,22.65662665,F
99.95215543,24.25408588,F
94.56818717,22.41298384,F
94.24908349,30.14227274,F
90.21007683,27.53153595,F
90.08651571,25.40128711,F
88.15987882,23.71976537,F
102.1835352,25.15565865,F
95.66981932,22.52892544,F
105.6582472,23.43639019,F
96.53149858,26.10919412,F
102.457405,24.69395346,F
103.1152538,26.02260095,F
98.33570911,27.65244231,F
88.62506496,22.56690425,F
86.29596211,26.92252795,F
88.51522792,23.11297262,F
95.65286662,27.24154646,F
